weather_severity,nas_congestion,carrier_issues,late_aircraft,season,airport,airline,delay_minutes,is_delayed
0.4009,0.4489,0.1427,1,spring,JFK,United,81.0,1
0.2714,0.583,0.1219,0,summer,ATL,American,48.4,1
0.3617,0.7708,0.2397,1,summer,DFW,JetBlue,95.5,1
0.5253,0.453,0.5561,0,fall,LAX,United,55.9,1
0.0937,0.5244,0.3783,0,fall,ATL,Southwest,42.7,1
0.5417,0.27,0.1724,0,winter,LAX,JetBlue,75.3,1
0.376,0.2868,0.2395,0,summer,DFW,Southwest,44.3,1
0.4574,0.4328,0.2966,0,summer,SEA,United,62.3,1
0.1011,0.2847,0.1592,0,winter,ATL,JetBlue,16.2,1
0.1983,0.464,0.4024,1,winter,DFW,JetBlue,69.6,1
0.4418,0.3059,0.1692,1,winter,ORD,American,83.6,1
0.2546,0.4502,0.4569,0,spring,BOS,Southwest,57.9,1
0.2312,0.2922,0.3131,0,spring,SEA,Southwest,50.4,1
0.5268,0.2815,0.2655,0,spring,ATL,JetBlue,52.3,1
0.2333,0.9044,0.2247,0,spring,BOS,JetBlue,49.6,1
0.3112,0.3044,0.3509,0,fall,DFW,Delta,28.1,1
0.5247,0.3073,0.18,0,winter,BOS,American,74.2,1
0.5597,0.5908,0.0907,0,winter,BOS,Southwest,73.3,1
0.13,0.7568,0.2051,0,summer,LAX,Southwest,51.3,1
0.2267,0.3745,0.4475,0,spring,BOS,JetBlue,45.7,1
0.3942,0.5625,0.0656,0,winter,BOS,Southwest,63.2,1
0.5966,0.4637,0.2896,0,fall,ATL,United,63.4,1
0.1326,0.1479,0.2203,0,spring,SEA,JetBlue,20.9,1
0.4026,0.3745,0.1334,0,spring,ATL,Southwest,33.5,1
0.2386,0.5132,0.2462,0,summer,ATL,United,47.0,1
0.5208,0.3294,0.1054,0,spring,JFK,JetBlue,65.8,1
0.145,0.1082,0.221,0,fall,ORD,Delta,10.1,0
0.5301,0.5484,0.2925,0,spring,SEA,Southwest,51.4,1
0.3911,0.39,0.0641,1,spring,ATL,American,63.8,1
0.213,0.1245,0.3058,1,summer,BOS,United,70.5,1
0.0689,0.2103,0.0699,0,fall,SEA,JetBlue,6.9,0
0.3495,0.501,0.4132,0,summer,DFW,Southwest,53.5,1
0.2539,0.2326,0.1262,0,spring,LAX,Southwest,18.6,1
0.05,0.3673,0.1075,1,spring,DFW,Southwest,43.1,1
0.539,0.3875,0.2213,0,winter,JFK,Delta,69.6,1
0.218,0.3064,0.056,0,summer,BOS,Southwest,35.1,1
0.5118,0.4781,0.3974,0,winter,BOS,American,66.2,1
0.3638,0.206,0.1795,0,summer,ATL,American,41.8,1
0.5445,0.3205,0.0986,0,fall,ORD,Delta,39.5,1
0.0214,0.5658,0.2274,1,summer,SEA,Delta,60.0,1
0.3039,0.3777,0.1031,1,fall,BOS,United,49.8,1
0.652,0.429,0.4105,0,winter,SEA,Southwest,82.6,1
0.1411,0.5826,0.172,1,summer,LAX,Southwest,55.4,1
0.2988,0.0257,0.2614,0,summer,SEA,JetBlue,28.7,1
0.0944,0.2251,0.5051,0,spring,JFK,United,46.5,1
0.6359,0.4824,0.4495,0,summer,BOS,Delta,82.1,1
0.2182,0.4893,0.6982,1,spring,ATL,JetBlue,84.9,1
0.3155,0.3703,0.1098,0,summer,ORD,Delta,44.7,1
0.2607,0.5743,0.2243,0,summer,LAX,American,46.0,1
0.4224,0.3867,0.1676,0,spring,SEA,American,43.5,1
0.1708,0.718,0.428,0,winter,LAX,Delta,52.3,1
0.2566,0.2125,0.4693,1,summer,LAX,American,60.3,1
0.2652,0.4515,0.6549,1,winter,LAX,American,80.3,1
0.0607,0.4975,0.3889,0,summer,ORD,JetBlue,37.6,1
0.0398,0.5712,0.1869,0,summer,ATL,Delta,33.4,1
0.3354,0.484,0.2048,0,fall,ATL,JetBlue,38.0,1
0.0461,0.2459,0.2406,0,winter,ORD,United,27.8,1
0.2288,0.4068,0.0868,1,summer,LAX,American,47.2,1
0.1277,0.4579,0.1763,0,summer,DFW,Delta,36.4,1
0.288,0.1944,0.7953,0,summer,LAX,JetBlue,48.2,1
0.4148,0.6142,0.3948,0,summer,BOS,American,83.5,1
0.4125,0.3619,0.1117,1,winter,ATL,United,91.6,1
0.3238,0.6388,0.222,0,winter,ORD,Southwest,62.4,1
0.3135,0.416,0.2436,1,summer,BOS,United,74.2,1
0.44,0.3193,0.154,0,spring,BOS,United,47.3,1
0.3213,0.2984,0.1931,0,winter,LAX,American,40.3,1
0.1806,0.2908,0.1039,0,spring,BOS,Southwest,19.8,1
0.0457,0.768,0.2925,0,fall,SEA,American,46.1,1
0.4857,0.1734,0.2921,0,winter,ORD,Delta,63.7,1
0.6518,0.1936,0.4548,1,fall,SEA,American,79.1,1
0.1931,0.716,0.1655,0,spring,LAX,Delta,42.3,1
0.2061,0.4907,0.2954,0,summer,DFW,JetBlue,42.2,1
0.0412,0.238,0.1427,0,winter,ORD,American,12.8,0
0.2057,0.6542,0.42,1,winter,DFW,United,91.2,1
0.2511,0.2302,0.3229,0,winter,ORD,American,46.4,1
0.1371,0.2763,0.0734,0,fall,LAX,Southwest,20.9,1
0.1303,0.5712,0.247,0,summer,SEA,United,45.0,1
0.2723,0.829,0.2219,0,fall,ORD,American,89.6,1
0.2461,0.6516,0.3946,1,summer,DFW,United,98.7,1
0.1412,0.3293,0.3648,0,summer,ATL,Delta,38.5,1
0.4861,0.3921,0.2508,0,summer,DFW,Delta,51.2,1
0.0148,0.4651,0.4007,0,winter,SEA,Southwest,39.4,1
0.454,0.3031,0.101,0,winter,LAX,American,51.8,1
0.1423,0.191,0.2547,1,spring,ATL,United,51.6,1
0.2415,0.6985,0.0721,0,spring,ATL,Delta,56.2,1
0.3341,0.3813,0.1788,0,winter,SEA,Southwest,53.6,1
0.2811,0.2195,0.2794,0,summer,DFW,Southwest,37.9,1
0.2061,0.3222,0.1475,0,fall,SEA,United,33.2,1
0.1851,0.4666,0.3702,0,summer,ATL,Delta,53.5,1
0.2459,0.2901,0.4808,0,summer,SEA,Southwest,31.8,1
0.4383,0.3342,0.1897,0,winter,LAX,JetBlue,59.9,1
0.3491,0.1695,0.0569,0,winter,SEA,United,31.3,1
0.118,0.4286,0.3895,0,fall,ORD,American,46.5,1
0.5548,0.4403,0.0735,0,spring,DFW,JetBlue,42.3,1
0.0768,0.4178,0.2966,0,summer,LAX,United,32.0,1
0.484,0.6732,0.1703,1,fall,BOS,Southwest,87.4,1
0.3677,0.2416,0.0381,0,spring,LAX,Southwest,30.0,1
0.0813,0.6104,0.3146,1,summer,BOS,American,75.8,1
0.4555,0.2564,0.2499,0,fall,ORD,Delta,40.7,1
0.374,0.5767,0.4514,0,winter,BOS,American,72.3,1
0.3404,0.445,0.1882,0,winter,DFW,Delta,52.7,1
0.1468,0.7593,0.1585,1,fall,ORD,JetBlue,75.4,1
0.2673,0.339,0.156,1,fall,SEA,JetBlue,52.9,1
0.1605,0.3882,0.1766,0,spring,SEA,Southwest,36.1,1
0.3051,0.6474,0.0864,0,spring,SEA,American,53.0,1
0.1039,0.4007,0.0698,0,summer,ORD,United,26.3,1
0.5856,0.5866,0.3241,0,winter,SEA,United,90.4,1
0.2828,0.1632,0.1458,0,winter,DFW,United,24.2,1
0.2135,0.6142,0.2814,0,fall,JFK,United,50.1,1
0.356,0.6632,0.0161,0,summer,ATL,Southwest,47.7,1
0.5735,0.3303,0.1587,1,summer,JFK,United,86.5,1
0.164,0.3274,0.2618,0,summer,DFW,Southwest,33.1,1
0.4138,0.6295,0.0921,0,summer,JFK,United,75.6,1
0.2933,0.325,0.6038,0,fall,DFW,Southwest,56.4,1
0.2421,0.4546,0.0316,0,summer,JFK,American,38.0,1
0.0271,0.4491,0.0949,1,winter,JFK,JetBlue,54.5,1
0.3307,0.7441,0.4291,1,winter,LAX,Southwest,88.1,1
0.4027,0.2777,0.0832,1,winter,ATL,Southwest,69.7,1
0.4903,0.412,0.0373,0,winter,BOS,JetBlue,50.3,1
0.4097,0.3824,0.3471,0,fall,SEA,Southwest,50.4,1
0.2317,0.4678,0.343,0,summer,BOS,American,43.4,1
0.1382,0.445,0.1231,0,spring,ORD,Delta,30.7,1
0.0314,0.3115,0.1068,0,fall,LAX,JetBlue,13.2,0
0.4213,0.4573,0.5387,1,winter,SEA,Southwest,91.4,1
0.3324,0.356,0.1609,0,spring,SEA,American,31.1,1
0.2614,0.4663,0.1398,0,winter,DFW,United,54.0,1
0.136,0.2964,0.2091,1,spring,DFW,JetBlue,51.7,1
0.0586,0.4368,0.3736,0,winter,ORD,United,37.4,1
0.6014,0.2258,0.1789,0,winter,LAX,American,64.7,1
0.5426,0.5304,0.2041,0,winter,LAX,JetBlue,71.0,1
0.6298,0.4937,0.3601,0,winter,ATL,Southwest,86.2,1
0.5844,0.2943,0.1362,1,fall,BOS,Delta,75.8,1
0.2624,0.426,0.1885,1,winter,SEA,Delta,73.1,1
0.1372,0.278,0.2298,0,spring,SEA,Southwest,41.2,1
0.2121,0.1611,0.4064,0,summer,LAX,American,25.5,1
0.1438,0.6073,0.1109,1,fall,LAX,United,73.6,1
0.165,0.6271,0.0095,0,fall,DFW,American,39.2,1
0.3507,0.7636,0.1369,0,summer,ATL,JetBlue,63.9,1
0.1237,0.4127,0.5556,1,spring,ATL,Delta,59.0,1
0.3001,0.0837,0.1331,0,summer,LAX,Delta,21.9,1
0.0882,0.7355,0.3169,1,summer,BOS,Southwest,77.3,1
0.2814,0.5631,0.2016,0,summer,LAX,JetBlue,38.2,1
0.2628,0.1494,0.1073,1,spring,ORD,JetBlue,50.1,1
0.5717,0.3799,0.1546,0,fall,LAX,Delta,61.8,1
0.0979,0.7449,0.3769,0,summer,SEA,United,52.9,1
0.1809,0.3546,0.2269,1,summer,BOS,JetBlue,64.2,1
0.1919,0.3273,0.049,0,spring,JFK,American,21.4,1
0.4379,0.3442,0.0667,1,winter,BOS,Southwest,84.6,1
0.2766,0.5064,0.1381,0,winter,DFW,American,37.9,1
0.3601,0.5101,0.3646,0,summer,JFK,JetBlue,42.9,1
0.2982,0.2185,0.1886,1,winter,BOS,Southwest,69.9,1
0.1103,0.5379,0.1735,0,fall,ATL,Delta,37.4,1
0.1519,0.2806,0.1927,0,spring,DFW,American,38.0,1
0.3903,0.0861,0.1947,0,fall,JFK,American,15.2,1
0.3311,0.5158,0.1927,0,spring,LAX,American,51.4,1
0.2009,0.1856,0.19,1,winter,JFK,American,56.1,1
0.049,0.4717,0.1982,0,winter,JFK,Southwest,40.9,1
0.1233,0.4228,0.3237,0,winter,LAX,United,26.8,1
0.3349,0.0855,0.512,1,winter,SEA,Southwest,75.1,1
0.1397,0.4597,0.0856,0,spring,SEA,JetBlue,17.1,1
0.5791,0.4195,0.1582,1,winter,BOS,United,110.7,1
0.7419,0.5746,0.152,0,spring,BOS,American,68.7,1
0.2298,0.2739,0.256,0,winter,DFW,Delta,36.5,1
0.4154,0.2128,0.1308,0,summer,ORD,Delta,46.1,1
0.3325,0.4676,0.0841,1,summer,BOS,Delta,65.0,1
0.4265,0.4634,0.2495,1,spring,LAX,Southwest,79.8,1
0.6609,0.4326,0.2297,0,spring,LAX,JetBlue,68.7,1
0.2931,0.3262,0.1199,1,winter,DFW,JetBlue,55.0,1
0.0133,0.408,0.1976,0,summer,ATL,United,23.9,1
0.3371,0.2971,0.6524,0,fall,BOS,Delta,42.8,1
0.517,0.5723,0.3873,0,fall,LAX,Delta,49.6,1
0.0572,0.411,0.1624,0,spring,ORD,United,32.0,1
0.6069,0.7216,0.3633,1,summer,ORD,American,121.8,1
0.6436,0.2815,0.1024,0,spring,LAX,Delta,42.0,1
0.4402,0.2979,0.048,0,winter,LAX,American,63.5,1
0.0791,0.4802,0.1961,1,summer,LAX,Southwest,55.2,1
0.2641,0.4786,0.4318,1,spring,LAX,American,73.4,1
0.1451,0.4878,0.1916,0,summer,ATL,United,41.6,1
0.3446,0.2608,0.5245,1,spring,SEA,American,60.0,1
0.1206,0.7124,0.2574,0,winter,LAX,Southwest,33.7,1
0.5178,0.2695,0.4825,0,fall,DFW,United,62.6,1
0.2291,0.2221,0.1457,0,winter,DFW,Delta,43.4,1
0.2115,0.4895,0.2717,0,spring,ATL,Delta,50.3,1
0.1963,0.5778,0.1429,0,summer,JFK,JetBlue,44.4,1
0.1824,0.0975,0.7767,0,fall,ATL,JetBlue,28.5,1
0.2523,0.5698,0.1504,1,winter,LAX,Delta,68.7,1
0.0407,0.3885,0.0072,1,winter,JFK,Southwest,33.0,1
0.3578,0.5026,0.1998,0,spring,JFK,Southwest,49.7,1
0.1555,0.5198,0.5097,1,winter,ORD,Delta,80.6,1
0.4236,0.2498,0.2545,0,summer,DFW,Southwest,45.2,1
0.4469,0.4492,0.4947,0,winter,BOS,United,70.4,1
0.4449,0.4075,0.1944,0,summer,ATL,American,57.4,1
0.3495,0.6224,0.596,0,summer,BOS,United,81.7,1
0.316,0.4411,0.6468,0,fall,BOS,United,50.3,1
0.4976,0.4151,0.1244,0,summer,ATL,Southwest,52.7,1
0.353,0.3826,0.6074,1,fall,ATL,Delta,46.1,1
0.3485,0.283,0.1323,0,summer,LAX,Delta,47.8,1
0.3984,0.6762,0.1149,1,winter,LAX,Delta,84.3,1
0.5925,0.1577,0.024,0,fall,SEA,American,36.7,1
0.6536,0.1492,0.1815,0,winter,ORD,Delta,64.1,1
0.068,0.1777,0.151,1,winter,BOS,Delta,44.0,1
0.4472,0.2245,0.3664,0,summer,ATL,Southwest,55.4,1
0.1159,0.7686,0.3052,0,spring,JFK,JetBlue,50.6,1
0.2814,0.2178,0.0824,0,winter,DFW,JetBlue,39.3,1
0.1196,0.7245,0.0578,0,winter,LAX,Southwest,26.8,1
0.1989,0.5135,0.2076,1,winter,JFK,Delta,80.5,1
0.0704,0.5917,0.3027,0,fall,ORD,JetBlue,39.2,1
0.4552,0.6,0.3948,1,summer,SEA,Delta,95.3,1
0.3796,0.3971,0.3449,0,summer,BOS,United,59.9,1
0.6618,0.3361,0.1937,0,winter,ATL,American,99.8,1
0.4406,0.6304,0.137,0,spring,ORD,Delta,71.3,1
0.0695,0.1384,0.4662,1,summer,BOS,Southwest,59.4,1
0.5096,0.3086,0.2551,0,spring,JFK,Southwest,53.7,1
0.1493,0.2336,0.0687,0,spring,ORD,Southwest,25.0,1
0.3147,0.7739,0.1409,1,winter,SEA,American,73.7,1
0.1039,0.3316,0.4631,0,summer,SEA,Delta,43.9,1
0.5929,0.7339,0.107,0,summer,LAX,JetBlue,87.4,1
0.1493,0.7077,0.2048,0,spring,JFK,United,52.9,1
0.173,0.3366,0.0398,0,fall,JFK,Delta,21.9,1
0.5398,0.6606,0.2613,0,summer,DFW,American,68.8,1
0.2064,0.3368,0.0487,1,spring,DFW,Delta,51.0,1
0.5549,0.4922,0.1939,0,winter,LAX,United,66.6,1
0.2647,0.2818,0.1238,0,fall,LAX,American,30.0,1
0.2075,0.5821,0.2637,1,spring,SEA,JetBlue,75.8,1
0.0537,0.3897,0.2631,0,spring,SEA,Delta,25.2,1
0.4452,0.3435,0.2914,0,summer,LAX,American,56.2,1
0.6185,0.3101,0.3133,0,summer,ORD,Delta,74.7,1
0.308,0.4727,0.2628,1,summer,DFW,American,71.9,1
0.6202,0.2934,0.1559,0,winter,JFK,United,86.1,1
0.1591,0.4169,0.4115,0,winter,ATL,Southwest,61.2,1
0.3646,0.452,0.2694,1,winter,ATL,Delta,95.5,1
0.1977,0.8133,0.0361,0,winter,ORD,American,67.3,1
0.5661,0.2178,0.4783,1,fall,ATL,American,69.9,1
0.2127,0.7625,0.287,0,fall,ORD,American,68.4,1
0.3177,0.2826,0.4233,0,spring,LAX,United,45.7,1
0.4541,0.3582,0.1917,0,winter,SEA,Southwest,73.6,1
0.5453,0.1416,0.6054,1,spring,BOS,Delta,74.1,1
0.6097,0.4652,0.358,1,winter,DFW,American,102.5,1
0.0541,0.4983,0.2794,1,summer,LAX,Delta,70.4,1
0.4588,0.4857,0.152,0,winter,ORD,Delta,69.0,1
0.2797,0.2835,0.1594,0,spring,SEA,American,32.4,1
0.3073,0.4191,0.1464,0,fall,JFK,JetBlue,36.2,1
0.3262,0.5306,0.0684,0,summer,JFK,Southwest,53.7,1
0.1072,0.6002,0.3594,0,winter,LAX,American,44.7,1
0.3771,0.2889,0.1469,0,winter,ATL,United,50.8,1
0.1641,0.5762,0.3777,0,summer,BOS,Delta,50.1,1
0.0933,0.3136,0.1456,1,winter,JFK,Delta,53.8,1
0.4292,0.3371,0.4584,0,winter,ORD,Delta,57.5,1
0.4391,0.4089,0.3214,1,summer,ATL,United,94.0,1
0.4907,0.6352,0.0447,0,fall,ORD,American,69.0,1
0.2338,0.4955,0.2974,0,summer,LAX,Southwest,48.6,1
0.5874,0.3969,0.1564,1,spring,SEA,American,72.9,1
0.2735,0.3107,0.1516,0,fall,ATL,JetBlue,41.6,1
0.5338,0.512,0.1134,0,winter,SEA,United,69.9,1
0.4978,0.279,0.4579,0,winter,JFK,Southwest,66.7,1
0.1964,0.3051,0.2954,1,summer,BOS,Southwest,60.0,1
0.207,0.2061,0.5585,0,winter,JFK,JetBlue,42.4,1
0.3093,0.7442,0.1384,1,winter,DFW,JetBlue,78.8,1
0.6465,0.1197,0.2448,0,winter,LAX,United,73.4,1
0.2202,0.2941,0.448,1,winter,ATL,American,73.5,1
0.3283,0.2861,0.0823,1,summer,DFW,Delta,68.6,1
0.3325,0.6174,0.405,0,summer,SEA,Delta,54.1,1
0.2143,0.2322,0.3705,0,spring,ORD,Southwest,39.0,1
0.573,0.259,0.4168,0,winter,LAX,JetBlue,69.1,1
0.2052,0.4811,0.0353,0,winter,BOS,Southwest,38.7,1
0.3414,0.4799,0.4776,0,winter,JFK,United,73.2,1
0.3697,0.1189,0.3361,0,summer,ORD,Southwest,46.4,1
0.4457,0.1784,0.2549,0,summer,ORD,American,43.1,1
0.3298,0.3909,0.6286,0,summer,ORD,American,77.1,1
0.1697,0.4778,0.0672,0,winter,ORD,Delta,41.9,1
0.5634,0.2551,0.2683,0,summer,LAX,United,73.9,1
0.0102,0.4315,0.5857,0,summer,DFW,JetBlue,29.9,1
0.2498,0.5299,0.2738,1,winter,LAX,Delta,71.7,1
0.282,0.2333,0.4241,0,spring,SEA,Southwest,20.6,1
0.4026,0.1869,0.1856,0,summer,SEA,Southwest,39.8,1
0.1954,0.1471,0.0708,0,spring,SEA,American,28.7,1
0.3993,0.3563,0.4422,0,summer,SEA,Southwest,46.1,1
0.321,0.6174,0.4656,1,spring,BOS,JetBlue,90.6,1
0.3995,0.2018,0.3654,0,summer,BOS,American,42.6,1
0.4488,0.7818,0.2538,0,fall,JFK,Delta,72.7,1
0.3786,0.686,0.1624,1,spring,SEA,JetBlue,86.1,1
0.4651,0.6589,0.0737,1,summer,BOS,American,108.5,1
0.3455,0.6401,0.2027,0,spring,ATL,American,66.5,1
0.1646,0.2909,0.3745,0,winter,JFK,Southwest,37.8,1
0.1366,0.4253,0.2668,0,fall,ATL,Delta,22.1,1
0.3672,0.3521,0.3951,0,winter,JFK,United,66.9,1
0.1467,0.7881,0.1899,0,winter,DFW,American,65.3,1
0.0396,0.4521,0.1857,0,summer,BOS,JetBlue,30.4,1
0.5968,0.2803,0.4534,1,summer,BOS,Southwest,87.8,1
0.643,0.3888,0.1983,0,winter,JFK,Southwest,87.1,1
0.1453,0.6337,0.0525,0,summer,ATL,Delta,41.0,1
0.2152,0.6215,0.2951,1,fall,LAX,JetBlue,66.3,1
0.1681,0.3395,0.1945,0,fall,ATL,Southwest,32.9,1
0.3587,0.5848,0.3186,1,winter,BOS,JetBlue,98.7,1
0.1612,0.2075,0.1415,1,winter,SEA,Southwest,42.9,1
0.1981,0.4572,0.5003,1,spring,DFW,United,58.8,1
0.4231,0.6942,0.2243,0,spring,SEA,JetBlue,49.1,1
0.1017,0.4821,0.1504,0,winter,SEA,JetBlue,26.7,1
0.304,0.3747,0.1596,0,winter,ATL,American,64.7,1
0.0932,0.2164,0.2063,0,fall,ORD,JetBlue,19.0,1
0.1377,0.3377,0.1931,1,spring,ATL,Southwest,58.8,1
0.0809,0.4802,0.3319,0,winter,ATL,American,36.5,1
0.2637,0.3275,0.1974,1,winter,JFK,American,65.6,1
0.3,0.3936,0.1139,0,summer,JFK,JetBlue,52.8,1
0.028,0.6719,0.4387,0,spring,SEA,American,29.6,1
0.2504,0.3466,0.1184,0,spring,SEA,JetBlue,42.0,1
0.079,0.6798,0.1132,1,spring,LAX,JetBlue,59.8,1
0.6539,0.6778,0.0267,0,winter,ORD,American,96.3,1
0.451,0.3676,0.6227,0,summer,BOS,Southwest,74.4,1
0.332,0.2338,0.2191,0,summer,LAX,American,49.6,1
0.4602,0.7117,0.2058,1,winter,SEA,Delta,92.2,1
0.2214,0.3054,0.3235,0,winter,ORD,JetBlue,33.0,1
0.4197,0.3875,0.0592,0,winter,ATL,United,43.1,1
0.1423,0.3245,0.244,0,winter,ORD,United,39.1,1
0.2562,0.6256,0.1558,0,fall,DFW,United,38.2,1
0.1276,0.5289,0.1626,0,spring,ATL,United,28.2,1
0.7535,0.3032,0.4404,1,winter,ORD,JetBlue,122.1,1
0.0383,0.3611,0.3044,0,fall,ORD,JetBlue,35.9,1
0.0839,0.6166,0.4951,0,spring,BOS,American,48.6,1
0.1473,0.4235,0.043,0,summer,BOS,American,29.9,1
0.5223,0.1092,0.333,1,fall,JFK,United,69.0,1
0.2407,0.7285,0.6363,0,fall,ORD,JetBlue,61.5,1
0.1631,0.3942,0.4553,0,fall,LAX,American,42.6,1
0.3937,0.3524,0.3068,0,fall,DFW,American,50.5,1
0.7314,0.3736,0.2108,0,summer,JFK,American,85.7,1
0.198,0.4003,0.2557,0,winter,ATL,JetBlue,28.7,1
0.4243,0.0984,0.1471,0,winter,SEA,Delta,47.7,1
0.4531,0.3499,0.083,1,spring,LAX,United,71.0,1
0.1614,0.764,0.2467,0,fall,SEA,American,61.0,1
0.084,0.3056,0.1042,1,winter,ATL,American,48.9,1
0.1732,0.6497,0.0793,0,winter,LAX,United,41.9,1
0.3488,0.6117,0.4811,0,summer,JFK,JetBlue,67.2,1
0.2693,0.4319,0.4346,0,winter,ATL,Southwest,53.2,1
0.2191,0.6325,0.3793,0,summer,LAX,United,45.4,1
0.1384,0.7171,0.1988,0,summer,BOS,United,43.0,1
0.1465,0.6209,0.207,0,spring,ATL,Southwest,39.0,1
0.3411,0.7046,0.3859,0,spring,LAX,Southwest,61.6,1
0.2266,0.5494,0.1045,0,spring,DFW,United,33.2,1
0.2481,0.4272,0.3394,0,winter,BOS,American,57.7,1
0.0113,0.5356,0.381,1,winter,BOS,Southwest,63.0,1
0.1796,0.5552,0.1511,0,winter,JFK,Delta,53.3,1
0.5185,0.6263,0.1297,0,summer,DFW,Delta,71.3,1
0.4939,0.282,0.2344,0,summer,BOS,United,52.1,1
0.4679,0.377,0.2738,0,spring,DFW,American,60.3,1
0.4445,0.4448,0.0664,0,winter,ORD,Southwest,74.5,1
0.2793,0.6006,0.3626,0,winter,ATL,United,55.7,1
0.4597,0.4646,0.5504,0,fall,DFW,Southwest,53.1,1
0.1676,0.5636,0.264,0,winter,LAX,Delta,41.0,1
0.4903,0.2588,0.0346,0,winter,JFK,American,64.4,1
0.1905,0.5326,0.2523,0,winter,ORD,Delta,64.0,1
0.4283,0.355,0.2012,0,summer,JFK,JetBlue,55.3,1
0.3842,0.5357,0.2865,0,summer,ORD,Delta,75.4,1
0.247,0.5942,0.115,0,fall,LAX,Southwest,36.4,1
0.0276,0.4415,0.256,0,fall,DFW,JetBlue,40.1,1
0.5703,0.4188,0.4133,0,winter,DFW,Delta,84.9,1
0.3629,0.4203,0.1802,1,fall,SEA,JetBlue,66.7,1
0.272,0.5422,0.056,1,fall,ORD,Delta,76.4,1
0.3206,0.339,0.2041,0,summer,DFW,American,52.4,1
0.0685,0.4818,0.2299,0,winter,LAX,Delta,27.6,1
0.1452,0.3324,0.542,0,winter,DFW,Delta,35.9,1
0.4891,0.1932,0.1095,0,fall,ATL,Delta,40.2,1
0.5708,0.2566,0.2199,0,fall,DFW,American,44.3,1
0.1221,0.4684,0.3259,0,fall,ORD,American,43.6,1
0.3199,0.1385,0.1078,0,spring,ORD,Delta,40.5,1
0.2865,0.5956,0.1136,1,summer,DFW,Southwest,67.5,1
0.4254,0.4449,0.2657,0,summer,SEA,American,62.5,1
0.2111,0.3741,0.0684,0,spring,DFW,JetBlue,32.3,1
0.4116,0.7125,0.596,1,fall,LAX,JetBlue,80.8,1
0.4492,0.5247,0.1513,0,fall,ATL,Southwest,41.6,1
0.2679,0.4115,0.2804,0,winter,BOS,Delta,31.4,1
0.4177,0.1883,0.2205,0,winter,DFW,American,47.0,1
0.1501,0.6321,0.3027,0,summer,SEA,Southwest,37.0,1
0.4718,0.539,0.0945,0,summer,ATL,Delta,60.6,1
0.0888,0.3804,0.2314,1,winter,ORD,United,63.8,1
0.4679,0.8586,0.4667,0,spring,LAX,JetBlue,59.0,1
0.4689,0.6534,0.3446,0,fall,DFW,Southwest,45.0,1
0.3484,0.2892,0.0961,1,spring,JFK,American,66.9,1
0.2641,0.2646,0.3493,0,summer,SEA,United,37.0,1
0.1839,0.3724,0.1898,1,summer,JFK,United,56.7,1
0.4107,0.4463,0.1842,1,winter,BOS,United,85.5,1
0.0596,0.485,0.4072,0,winter,ORD,Delta,47.3,1
0.1816,0.6963,0.0882,0,fall,ORD,JetBlue,59.6,1
0.3746,0.7166,0.2055,1,spring,JFK,American,90.3,1
0.1914,0.5397,0.2174,1,fall,JFK,American,72.1,1
0.2121,0.2465,0.1368,0,fall,ATL,Delta,33.2,1
0.294,0.3839,0.2029,1,winter,ORD,Southwest,85.1,1
0.2775,0.5571,0.2296,0,winter,JFK,Delta,68.3,1
0.0859,0.2266,0.1693,1,spring,SEA,Delta,33.3,1
0.2337,0.1263,0.3273,0,spring,JFK,Delta,5.4,0
0.3319,0.6839,0.5788,0,fall,LAX,United,56.4,1
0.431,0.3362,0.3191,0,spring,BOS,United,57.9,1
0.5405,0.8222,0.3152,1,summer,JFK,United,115.0,1
0.3625,0.2151,0.5188,0,summer,JFK,Delta,58.9,1
0.0305,0.3927,0.2123,0,winter,JFK,United,20.8,1
0.681,0.4638,0.27,0,spring,DFW,Delta,58.3,1
0.3759,0.6274,0.0786,0,spring,JFK,JetBlue,59.7,1
0.212,0.2234,0.4694,0,fall,BOS,United,38.4,1
0.2384,0.5885,0.1493,0,summer,ORD,Southwest,56.2,1
0.3456,0.1815,0.0945,0,winter,DFW,JetBlue,38.5,1
0.1365,0.7465,0.3906,0,summer,DFW,American,54.0,1
0.1216,0.4884,0.3146,0,summer,LAX,Southwest,50.1,1
0.2601,0.2416,0.6006,0,spring,SEA,Southwest,40.6,1
0.6853,0.5603,0.2277,1,spring,DFW,United,103.4,1
0.4037,0.4181,0.0094,0,winter,BOS,United,54.6,1
0.1259,0.1179,0.2289,0,winter,JFK,Delta,31.6,1
0.0137,0.3551,0.0684,0,winter,LAX,American,16.9,1
0.117,0.5361,0.1109,0,spring,SEA,Southwest,30.7,1
0.3328,0.5419,0.3159,1,summer,LAX,United,78.5,1
0.2076,0.78,0.1438,0,summer,ATL,Southwest,62.9,1
0.4595,0.3979,0.0279,1,winter,DFW,Southwest,70.4,1
0.1415,0.3593,0.2948,0,fall,LAX,Delta,25.5,1
0.2541,0.7333,0.2667,0,spring,ATL,JetBlue,62.5,1
0.5068,0.2084,0.3507,0,summer,LAX,Delta,49.8,1
0.1377,0.1297,0.2055,1,summer,DFW,Southwest,39.5,1
0.1797,0.3911,0.3743,0,spring,DFW,JetBlue,36.5,1
0.2464,0.2573,0.1026,0,summer,BOS,JetBlue,37.6,1
